Name,Year,Genre,Run_time,Rating,Meta_score,Director_cast,Votes,Vote_gross
Ratatouille,(2007),"
Animation, Adventure, Comedy            ",111 min,"

8.0
",96        ,"
    Directors:
Brad Bird, 
Jan Pinkava
| 
    Stars:
Brad Garrett, 
Lou Romano, 
Patton Oswalt, 
Ian Holm
","650,321","
Votes:
650,321
| Gross:
$206.45M
"
Casino Royale,(2006),"
Action, Adventure, Thriller            ",144 min,"

8.0
",80        ,"
    Director:
Martin Campbell
| 
    Stars:
Daniel Craig, 
Eva Green, 
Judi Dench, 
Jeffrey Wright
","587,173","
Votes:
587,173
| Gross:
$167.45M
"
Kill Bill: Vol. 2,(2004),"
Action, Crime, Thriller            ",137 min,"

8.0
",83        ,"
    Director:
Quentin Tarantino
| 
    Stars:
Uma Thurman, 
David Carradine, 
Michael Madsen, 
Daryl Hannah
","691,878","
Votes:
691,878
| Gross:
$66.21M
"
Vozvrashchenie,(2003),"
Drama            ",110 min,"

8.0
",82        ,"
    Director:
Andrey Zvyagintsev
| 
    Stars:
Vladimir Garin, 
Ivan Dobronravov, 
Konstantin Lavronenko, 
Nataliya Vdovina
","43,063","
Votes:
43,063
| Gross:
$0.50M
"
Bom yeoreum gaeul gyeoul geurigo bom,(2003),"
Drama, Romance            ",103 min,"

8.0
",85        ,"
    Director:
Kim Ki-duk
| 
    Stars:
Kim Ki-duk, 
Yeong-su Oh, 
Jong-ho Kim, 
Kim Young-Min
","78,253","
Votes:
78,253
| Gross:
$2.38M
"
Mar adentro,(I) (2004),"
Biography, Drama            ",126 min,"

8.0
",74        ,"
    Director:
Alejandro Amenábar
| 
    Stars:
Javier Bardem, 
Belén Rueda, 
Lola Dueñas, 
Mabel Rivera
","78,180","
Votes:
78,180
| Gross:
$2.09M
"
Cinderella Man,(2005),"
Biography, Drama, History            ",144 min,"

8.0
",69        ,"
    Director:
Ron Howard
| 
    Stars:
Russell Crowe, 
Renée Zellweger, 
Craig Bierko, 
Paul Giamatti
","177,682","
Votes:
177,682
| Gross:
$61.65M
"
Mou gaan dou,(2002),"
Action, Crime, Drama            ",101 min,"

8.0
",75        ,"
    Directors:
Andrew Lau, 
Alan Mak
| 
    Stars:
Andy Lau, 
Tony Chiu-Wai Leung, 
Anthony Chau-Sang Wong, 
Eric Tsang
","118,641","
Votes:
118,641
| Gross:
$0.17M
"
Pirates of the Caribbean: The Curse of the Black Pearl,(2003),"
Action, Adventure, Fantasy            ",143 min,"

8.0
",63        ,"
    Director:
Gore Verbinski
| 
    Stars:
Johnny Depp, 
Geoffrey Rush, 
Orlando Bloom, 
Keira Knightley
","1,022,984","
Votes:
1,022,984
| Gross:
$305.41M
"
Big Fish,(2003),"
Adventure, Drama, Fantasy            ",125 min,"

8.0
",,"
    Director:
Tim Burton
| 
    Stars:
Ewan McGregor, 
Albert Finney, 
Billy Crudup, 
Jessica Lange
","418,565","
Votes:
418,565
| Gross:
$66.26M
"
The Incredibles,(2004),"
Animation, Action, Adventure            ",115 min,"

8.0
",90        ,"
    Director:
Brad Bird
| 
    Stars:
Craig T. Nelson, 
Samuel L. Jackson, 
Holly Hunter, 
Jason Lee
","664,006","
Votes:
664,006
| Gross:
$261.44M
"
Yeopgijeogin geunyeo,(2001),"
Comedy, Drama, Romance            ",137 min,"

8.0
",,"
    Director:
Jae-young Kwak
| 
    Stars:
Tae-Hyun Cha, 
Jun Ji-Hyun, 
In-mun Kim, 
Song Wok-suk
","45,716","
Votes:
45,716
"
